grado,asignatura,facultad
grado-derecho,Guía docente de Historia del Derecho (2421111),Facultad-de-Derecho
grado-ciencias-actividad-fisica-deporte,Guía docente de Historia del Deporte (2881113),Facultad-de-Ciencias-del-Deporte
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Alemán (215111J),Facultad-de-Filosofía-y-Letras
grado-cc-politicas-admon-sociologia,Guía docente de Historia Social y Política Contemporánea (2191112),Facultad-de-Ciencias-Políticas-y-Sociología
grado-administracion-direccion-empresas-derecho,Guía docente de Historia del Derecho (2281114),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Derecho
grado-antropologia-social-cultural,Guía docente de Historia Contemporánea (2941113),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Historia de la Edad Contemporánea (2901118),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial  I: Alemán (285111J),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Alemán (279111J),Facultad-de-Filosofía-y-Letras
grado-quimica,Guía docente de Geología (2911115),Facultad-de-Ciencias
grado-biologia,Guía docente de Fundamentos de Informática para Biología (2001113),Facultad-de-Ciencias
grado-ingenieria-informatica-ceuta,Guía docente de Fundamentos del Software (4961114),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-filosofia,Guía docente de Historia de la Filosofía Antigua I (2631115),Facultad-de-Filosofía-y-Letras
grado-administracion-direccion-empresas-ceuta,Guía docente de Fundamentos de Dirección y Administración de Empresas (4331112),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial I: Búlgaro (276111G),Facultad-de-Filosofía-y-Letras
grado-ciencias-politicas-administracion,Guía docente de Historia Social y Política Contemporánea (2121115),Facultad-de-Ciencias-Políticas-y-Sociología
grado-antropologia-social-cultural,Guía docente de Habilidades e Instrumentos para las Ciencias Sociales (2941115),Facultad-de-Filosofía-y-Letras
grado-ingenieria-informatica-ceuta,Guía docente de Fundamentos Físicos y Tecnológicos (4961113),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-ciencias-politicas-administ-derecho,Guía docente de Historia del Derecho (2131113),Facultad-de-Ciencias-Políticas-y-SociologíaFacultad-de-Derecho
grado-informacion-documentacion,Guía docente de Historia de la Escritura y de los Documentos (2311113),Facultad-de-Comunicación-y-Documentación
grado-matematicas,Guía docente de Geometría I (2701112),Facultad-de-Ciencias
grado-arqueologia,Guía docente de Historia Antigua (2661112),Facultad-de-Filosofía-y-Letras
grado-ingenieria-quimica,Guía docente de Fundamentos de Informática (2201115),Facultad-de-Ciencias
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Alemán (290111J),Facultad-de-Filosofía-y-Letras
grado-pedagogia,Guía docente de Fundamentos Metodológicos (2981114),Facultad-de-Ciencias-de-la-Educación
grado-ingenieria-civil-plan-2023,Guía docente de Fundamentos de Informática (2461114),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Búlgaro (215111G),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Árabe (285111L),Facultad-de-Filosofía-y-Letras
grado-inga-informatica-administ-direcc-empresas,Guía docente de Fundamentos Físicos y Tecnológicos (2161116),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-historia-arte,Guía docente de Historia de la Antigüedad y la Edad Media (2931111),Facultad-de-Filosofía-y-Letras
grado-geografia-gestion-territorio,Guía docente de Historia Universal Moderna y Contemporánea (2081111),Facultad-de-Filosofía-y-Letras
grado-edificacion,Guía docente de Geometría Descriptiva (2301113),E-T-S--de-Ingeniería-de-Edificación
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Alemán (277111J),Facultad-de-Filosofía-y-Letras
grado-ciencias-actividad-fisica-deporte,Guía docente de Fundamentos de los Deportes I: Natación (288111C),Facultad-de-Ciencias-del-Deporte
grado-psicologia,Guía docente de Fundamentos de Psicobiología (2641115),Facultad-de-Psicología
grado-ingenieria-civil-plan-2023,Guía docente de Fundamentos de Ingeniería Gráfica (2461113),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Historia del Derecho (5281114),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-educacion-social-melilla,Guía docente de Fundamentos de Sociología (5141115),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-ingenieria-informatica,Guía docente de Fundamentos de Programación (2961115),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-biotecnologia,Guía docente de Fundamentos de Informática y Bioinformática (2511113),Facultad-de-Ciencias
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Árabe (277111L),Facultad-de-Filosofía-y-Letras
grado-ingenieria-informatica-ceuta,Guía docente de Fundamentos de Programación (4961115),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-ingenieria-informatica,Guía docente de Fundamentos Físicos y Tecnológicos (2961113),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-arqueologia,Guía docente de Geografía (2661114),Facultad-de-Filosofía-y-Letras
grado-ingenieria-informatica,Guía docente de Fundamentos del Software (2961114),E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-estudios-arquitectura,Guía docente de Fundamentos Matemáticos en la Arquitectura 1 (2091115),Escuela-Técnica-Superior-de-Arquitectura
grado-ingenieria-civil-administracion-dreccion-empresas,Guía docente de Fundamentos de Ingeniería Gráfica (2481116),E-T-S--de-Ingeniería-de-Caminos--Canales-y-PuertosFacultad-de-Ciencias-Económicas-y-Empresariales
grado-ingenieria-civil-plan-2023,Guía docente de Geología (2461115),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-ingenieria-informatica-matematicas,Guía docente de Fundamentos de Programación (2971112),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias
grado-ingenieria-electronica-industrial,Guía docente de Fundamentos de Informática (2051114),Facultad-de-Ciencias
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Árabe (283111L),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Árabe (215111L),Facultad-de-Filosofía-y-Letras
grado-odontologia,Guía docente de Histología Humana (2011112),Facultad-de-Odontología
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Ruso (277111V),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Portugués (277111U),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial II: Gallego (279112E),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Intermedio I: Francés (B1) (Materia Básica) (290113P),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Intermedio I: Inglés (Mat Básica) (279113R),Facultad-de-Filosofía-y-Letras
grado-ingenieria-tecnologias-telecomunicacion,"Guía docente de Ingeniería, Empresa y Sociedad (2211115)",E-T-S--de-Ingenierías-Informática-y-de-Telecomunicación
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial I: Gallego (276111E),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Catalán (290111K),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Checo (285111M),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Intermedio I: Francés (B1) (Materia Básica) (276113P),Facultad-de-Filosofía-y-Letras
grado-matematicas,Guía docente de Informática I (2701114),Facultad-de-Ciencias
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Italiano (283111S),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Intermedio I: Francés (B1) (Materia Básica) (283113P),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial: Hebreo (279111Q),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial II: Checo (277111M),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Italiano (279111S),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Italiano (285111S),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Hebreo (215111Q),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Portugués (283111U),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Japonés (215111H),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Hebreo (285111Q),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Inglés Instrumental II (Nivel B2) (2151112),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Inglés Instrumental I (2151111),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Italiano (290111S),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Polaco (277111T),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Intermedio I: Francés (B1) (Materia Básica) (279113P),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Intermedio I: Inglés (Mat Básica) (276113R),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Gallego (279111E),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial I: Chino (276111N),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Ruso (279111V),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Griego Moderno (279111I),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Intermedio I: Inglés (Mat Básica) (277113R),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial I: Checo (276111M),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Inglés Instrumental I (Nivel B2) (2851114),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Catalán (279111K),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Gallego (283111E),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Hebreo (283111Q),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Portugués (290111U),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial : Polaco (276111T),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Japonés (283111H),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Checo (215111M),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial I: Hebreo (276111Q),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Chino (283111N),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Japonés (277111H),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Griego Moderno (283111I),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Griego Moderno (290111I),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Búlgaro (279111G),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Checo (283111M),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Intermedio I: Inglés (Mat Básica) (283113R),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Checo (279111M),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Gallego (2901112),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Catalán (285111K),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Portugués (279111U),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Ruso (215111V),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Catalán (283111K),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Italiano (277111S),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Polaco (215111T),Facultad-de-Filosofía-y-Letras
grado-estudios-arabes-islamicos,Guía docente de Idioma Moderno Inicial I: Polaco (279111T),Facultad-de-Filosofía-y-Letras
grado-estadistica,Guía docente de Informática I (2231114),Facultad-de-Ciencias
grado-literaturas-comparadas,Guía docente de Idioma Moderno Intermedio I: Inglés (Mat Básica) (290113R),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Chino (290111N),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Gallego (285111E),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Japonés (285111H),Facultad-de-Filosofía-y-Letras
grado-estudios-ingleses,Guía docente de Idioma Moderno Inicial I: Ruso (285111V),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Griego Moderno (277111I),Facultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial I: Italiano (276111S),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Hebreo (277111Q),Facultad-de-Filosofía-y-Letras
grado-estudios-franceses,Guía docente de Idioma Moderno Inicial I: Búlgaro (277111G),Facultad-de-Filosofía-y-Letras
grado-educacion-primaria-estudios-ingleses,Guía docente de Inglés Instrumental I (Nivel B2) (2551111),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-filologia-clasica,Guía docente de Idioma Moderno Inicial I: Griego Moderno (276111I),Facultad-de-Filosofía-y-Letras
grado-literaturas-comparadas,Guía docente de Idioma Moderno Inicial I: Japonés (290111H),Facultad-de-Filosofía-y-Letras
grado-filologia-hispanica,Guía docente de Idioma Moderno Inicial I: Ruso (283111V),Facultad-de-Filosofía-y-Letras
